"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"South Asia","SAS","Internally displaced persons, total displaced by conflict and violence (number of people)","VC.IDP.TOCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2913000","2785000","2601000","2819000","2470000","4125000","3765000","2980000","2815002","3659000","4023000","4578000","5363000","5485000",
"South Asia","SAS","Voice and Accountability: Standard Error","VA.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Voice and Accountability: Number of Sources","VA.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.21745521964216","7.00185599740089","7.07232524156069","6.92806548478784","7.95876266891168","8.70702448965277","6.83763890403814","7.07007809302383","6.85001281615598","8.63505625625374","9.46639698654839","10.2911926446451","9.62064689604772","11.7028348711127",
"South Asia","SAS","Export value index (2015 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","4.22502114860419","5.1724927841664","4.64825243586306","3.96493648796721","3.83754033023344","4.02216525934861","3.95998014281896","3.99507695991913","3.40532722177662","3.21555021414694","4.15988321894207","4.82386196631708","4.24314162009057","3.04996512154453","4.19134126371925","4.90428493184955","3.73126218860757","4.52357905736752","4.32421574159261","4.25322274240283","4.38424362114132","5.28402101538279","3.72838775124808","3.05975865361814","2.58958510809125","2.64855481986851","2.39376929175878","2.14249706585056","1.78316222081648","0.999588002739034","1.4898912400214","1.9651091958531","2.20285927148104","1.88475195694687","2.22424154944604","3.031988332758","2.99805152033971","3.31613935557078","3.56254417496828","3.11501775420583","2.87032313903332","3.38202538715099","3.63972867708614","3.68965866235339","4.1366493305607","4.24430821718835","4.85912522969242","5.25331697858344","5.11619052216594","5.12463024115592","5.41037545265247","5.37707268235141","6.43164675464687","7.0508681813206","7.60225088798263","6.73677551497733","5.97171381016119","5.8019046940996","5.56734677857983","6.29846947296182","6.78567060925108","","",
"South Asia","SAS","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","0.328978287433029","0.394007422000275","0.603378921962993","0.560042206079299","0.387170241032454","0.433504221954162","0.729369534501852","0.510418093822521","0.530565239238108","0.949483674055104","0.74572938755293","0.963146407509553","1.0783706595385","0.767305314756061","0.567085653182319","0.699002587689185","0.835422001390561","0.558688167417994","0.613278542313058","0.420701563509907","0.472392234899146","0.607170178876654","0.537362677627359","0.56201522007768","0.626618196387188","0.913632363611135","0.786111029092905","0.731896885023779","0.630356756080415","0.530684842848052","0.865121706316182","0.615014425931732","2.12249086545816","4.77668309207139","2.83166812874317","3.81170520785347","3.06840966843225","3.39842673395812","2.85546095421016","2.67407341854067","2.78478661556409","2.45860471352582","2.37435706974042","2.46350669028096","2.31723025415693","2.27463250127014","2.33727492401269","2.38280163571042","2.23438496464766","2.08611499967095","2.61290325415679","2.52601942660528","2.59033825374707","2.68789672127864","3.09295191393768","2.76229795330072","2.89046520640243","2.89883057424918","2.84190458305119","2.9653341118522","2.99810154287698","","",
"South Asia","SAS","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","2326217007.1235","2394322171.1015","2400707030.22443","2667806970.20064","2848711312.0172","2957253917.10714","3261598868.63382","2937035196.55117","2679512545.25936","2796568295.84655","3138158258.92369","3217968997.96041","4403424508.45244","4961111514.18414","6301763041.42785","6632170064.5723","8109990568.09112","9229369513.16839","10126474642.6758","12511412609.7366","13800000000","13921000000","14378000000","14863000000","15203000000","14984000000","15631000000","18679000000","21224000000","23941000000","27728000000","28516000000","32179000000","34854000000","39137000000","46620000000","51463000000","53954000000","52698000000","55157000000","64379000000","64516000000","70924000000","84099000000","105531000000","132978000000","159319000000","190415000000","241304000000","206751000000","277640000000","365279000000","358091000000","381560000000","391471000000","335047000000","332194000000","370377000000","401951000000","401813000000","344611000000","484255000000","555550000000",
"South Asia","SAS","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","2.84290219036499","2.37681829069425","2.08686486667721","1.82511748329618","1.67203158752331","1.34272733676532","1.47502886520286","1.33873669217045","1.19210999315188","1.27848521248474","1.20302425260869","1.59654170548971","1.49027209009009","1.70972337008299","2.31470369745168","2.38192454812101","1.99074198345341","2.65334204843453","2.45640953952646","2.13281776046974","2.20429762540621","3.18777643204909","2.83009507905574","2.43634406611318","2.32381461689905","3.4619280764135","4.43402011168933","4.59704890409527","3.52002920695435","3.2354523636968","3.94659419443255","4.76329724406896","5.25055159087356","5.25911869988108","5.48760536661739","5.92673176048545","5.99327283459858","5.21010369941027","5.51593874019588","5.0756887325536","4.69171217559031","4.50524696113833","4.08585647705377","3.91562653583981","3.64190078929218","3.26275636878254","3.4849157868577","3.6753895875674",
"South Asia","SAS","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","13.4701843144953","12.6040910772952","12.0465609587742","11.4788809727179","10.6686212263428","9.96219371981692","8.88073954811839","8.45502761919913","8.11384423648843","7.74597542977469","7.83226726259248","5.5247024581953","7.21137692471755","5.74398015936337","5.18119176014073","6.22011951754002","5.94390309608255","6.14137798418676","7.86003542008837","6.42080949941198","5.69102378423763","5.61271355971912","4.45630044829889","5.08149204350384","5.54395592150921","4.26609132369833","1.9740060298648","2.63794725067368","4.78329748995925","2.87628881185182","2.51841531276167","2.31095697543349","1.36484755430869","1.60518793310043","2.73332731651874","2.11592685860889","1.67673901811418","1.43437264712662","1.39695712876301","1.1763005267411","1.1053572103016","1.12892789835652","1.26748030378329","1.34836968913192","1.70503521369441","2.04837870498688","1.74628359577802","1.42361148106827","2.25014321906422","2.48049281552963","3.73720497053426","2.60996971272821","2.1708887834193","1.69576890369422","1.57094220872768","1.5565208687102","1.55798768633507","1.22277885337534","1.4464335245247","1.54984142628818","1.06885352643903",
"South Asia","SAS","Net barter terms of trade index (2015 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Computer, communications and other services (% of commercial service imports)","TM.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","19.5654561254378","24.1202050886764","23.6838585535302","20.7127898796414","22.6735479172966","26.2981614292424","26.5612677961736","25.0550807843321","27.400894949706","23.8336882156644","24.2574986302547","26.804669159456","27.1675199956079","24.6677317598576","25.3224704001069","25.7866413915684","26.4526968899895","22.9441733647867","20.6111214204154","23.7934308010449","24.3331662405434","23.9536956302267","24.2389199627274","28.151446325452","36.1149094502872","24.3489825179883","24.290862094926","26.653636270379","33.5028289349155","35.6640049051308","33.1948080098191","34.4173085058544","31.9862609887763","41.5258135358873","43.5087466728768","48.0276452920585","41.6481343908624","47.2566157566334","48.4713806002418","46.3057604639706","48.4098279826504","51.9382316270852","51.867950249906","53.0833497985981","51.9640470746891","56.9430371401645","53.1709332774318","47.0505275267355",
"South Asia","SAS","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","5.67854871437657","7.02505153995127","8.71696441754023","8.0119918587381","10.833412751358","11.0956677424674","10.3455925852889","10.2809450451008","12.3846752069184","16.2357529081917","11.6974776447477","10.4011948458065","13.7892614994451","12.4986744538663","14.3360773324049","11.2312037301708","9.25017453243155","11.0307682563855","12.1006396994262","13.29262059087","11.3453286934694","13.0833168116841","10.9477570466867","12.1163529816435","12.3037164400388","11.6776675954439","10.109605074382","11.9258257545149","11.882107783837","12.4805804114975","11.9436290204026","15.1221315347919","8.01497137877557","8.42164532790182","5.37961908509574","8.02389315962126","5.31564045089898","2.29676491107341","2.9654064018711","3.49539268646889","17.5518358871434","20.6652277579161","20.9996150896345","20.3788448516718","20.4153735105167","22.2875548958226","6.14654236051152","1.54393810886049","2.14400434693796","1.44005433276262","2.0956539021242","2.14425612918561","3.23760421625743","4.64208452509654","4.75289844104031","3.87993994615715","3.63337462133974","3.17227909079038","2.32477381189293","1.85133566563733","1.32063778922707","","",
"South Asia","SAS","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","TM.VAL.MRCH.R3.ZS","0.160513643659711","0.228025238957956","0.0679167281854422","0.0302546894768689","0.185838177832841","0.179038375462319","0.261289686452376","0.538810269442617","0.251649192126989","0.554809400250766","0.445629541069256","0.306816025900956","1.15896658864009","2.28202545535335","0.981959829337692","0.829752192744755","0.627718166647933","1.65545896927761","1.38194707026064","0.998745062530794","1.77009674637843","1.49637997204862","1.35734216958442","1.19383727987793","2.26360284037141","1.87348130402877","1.55999301331977","1.68971253366932","1.63905034408886","1.63429847859639","1.47685816272022","1.57695233162672","1.40028429527465","1.0522521293946","2.16216529162239","1.49704559488717","1.21322140313614","1.28956615103028","1.5063105988204","1.85252410505406","1.19937402828366","1.42540181127506","1.19706642953684","1.1147488506843","1.25444427052924","1.30730308900701","1.39130556797616","1.39608390146896","1.28229911289026","1.9310060597357","1.83031350427544","1.77686906223751","2.5270616672397","2.91996803810769","3.25224565617031","2.95555662475226","2.91632115761122","3.24195561243874","2.93088880939769","2.77769429093829","3.39300618268037","","",
"South Asia","SAS","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","77.6704321754141","78.8280127444243","76.8344898863133","78.5961824082733","76.2222434003621","77.1631840561615","74.5612305265234","77.3424425066016","73.5161720449884","67.4076551180691","70.1600124104849","71.1476103478573","67.2424319574454","67.8120891893499","63.1687748334857","70.2130528951295","71.1818855178098","63.6814855731292","66.1962855042397","65.9669590344289","64.9624901305416","65.5077982254485","70.3094821482257","69.5738771380877","68.5882211287756","69.6573085451526","73.6654371472869","71.1407451269477","71.2740096718426","71.7800393874273","70.7064599447693","66.8324581278895","70.2724334216622","71.7219855524611","70.8326434838517","68.1983266724574","69.8607215832417","73.2135963448458","69.8789423012951","66.9437587504597","58.2859698051748","55.2518573692917","53.8063214199768","53.8692679532504","52.590156953079","51.3679981906731","57.987617042694","59.8806360098508","59.3504173435283","58.1035048949802","58.0472978358915","57.3733391915611","56.5595403746978","55.0085541435461","51.1729780157672","49.6606998237809","47.2658324951075","47.4744051019498","49.3602729060903","51.3444206914353","49.8821729883096","","",
"South Asia","SAS","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","58.6856245420659","59.6747194504134","60.4221169701999","58.0006025902474","48.7032407425413","48.805510551589","54.8364621298965","52.6706845348883","50.9791764210793","57.1620329001088","59.6403252905981","54.3011230454212","44.6505169849278","54.6437304022895","40.3935471306758","45.3917458999656","49.3340811267214","49.3542216557778","42.5847021124215","42.8690769911344","","50.4926145506673","49.6674418875288","53.9864251078409","65.2100487322159","54.4927928525363","56.8515042256977","58.7410045145416","52.3294678186526","52.8407406250498","52.2858676442856","55.6072915820121","51.3948854560966","54.6003298345523","51.2099143712002","51.640098769676","49.9021030232437","47.9039624391779","46.1152640181073","47.4302645137265","49.918306346724","51.4043008712094","50.7367483842082","51.0868657485984","49.167444093375","48.3303742333621","46.7726498937289","49.4045047391349","47.3889743349219","44.1486814508353","41.8209408223946","42.179820216057","41.8860581917421","50.4400478792131","53.3057657882248","51.3516534378399","49.1086693230365","51.0043117183292","53.3454332655376","49.1594307514675","45.1319459619206",
